Inorganic phosphor,Host,1st dopant,1st dopant valency,1st doping concentration,Temp. (K),Emission max. (nm),Excitation source ,Reference,MP-ID,ICSD-ID,Atomic Ratio_max,Atomic Ratio_min,Atomic Ratio_diff,Atomic Number_sum,Atomic Number_max,Atomic Number_min,Atomic Number_diff,Atomic Weight_sum,Atomic Weight_max,Atomic Weight_min,Atomic Weight_diff,Atomic Radius_sum,Atomic Radius_max,Atomic Radius_min,Atomic Radius_diff,EN pauling_sum,EN pauling_max,EN pauling_min,EN pauling_diff,Valence Electron_sum,Valence Electron_max,Valence Electron_min,Valence Electron_diff,Ionization Energy_sum,Ionization Energy_max,Ionization Energy_min,Ionization Energy_diff,electronegativity_diff_ratio,radius_mismatch,electron_density,mass_to_charge,ionic_radius_emission_center,EN_ligand_avg,ionic_radius_substituted,avg_ionic_radius_host,avg_EN_host,avg_atomic_number_host,avg_group_host,avg_s_electrons,avg_p_electrons,avg_d_electrons,avg_f_electrons
Rb2Bi0.75PO8MoEu0.25,Rb2Bi0.75PO8Mo,Eu,3,0.25,298,615,393.5,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,0.62745098,0.058823529,0.568627451,185,83,8,75,437.361362,208.9804,15.9994,192.981,7,2.35,0.6,1.75,10.63,3.44,0.82,2.62,16,5,1,4,42.6598151,13.618055,4.1771281,9.4409269,0.246472248,0.25,2.285714282,2.36411547,1.087,2.815,1.035,1.215784314,2.747058824,20.17647059,12.7254902,5.803921569,9.039215686,4.509803922,0.823529412
Rb2Bi0.5PO8MoEu0.5,Rb2Bi0.5PO8Mo,Eu,3,0.5,298,615,393.5,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,0.64,0.04,0.6,185,83,8,75,437.361362,208.9804,15.9994,192.981,7,2.35,0.6,1.75,10.63,3.44,0.82,2.62,16,5,1,4,42.6598151,13.618055,4.1771281,9.4409269,0.246472248,0.25,2.285714282,2.36411547,1.087,2.815,1.035,1.2194,2.7616,18.92,12.68,5.68,8.68,4,0.56
Rb2Bi0.5PO8MoEu0.5,Rb2Bi0.5PO8Mo,Eu,3,0.5,300,615,393.5,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,0.64,0.04,0.6,185,83,8,75,437.361362,208.9804,15.9994,192.981,7,2.35,0.6,1.75,10.63,3.44,0.82,2.62,16,5,1,4,42.6598151,13.618055,4.1771281,9.4409269,0.246472248,0.25,2.285714282,2.36411547,1.087,2.815,1.035,1.2194,2.7616,18.92,12.68,5.68,8.68,4,0.56
Rb2Bi0.5PO8MoEu0.5,Rb2Bi0.5PO8Mo,Eu,3,0.5,350,615,393.5,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,0.64,0.04,0.6,185,83,8,75,437.361362,208.9804,15.9994,192.981,7,2.35,0.6,1.75,10.63,3.44,0.82,2.62,16,5,1,4,42.6598151,13.618055,4.1771281,9.4409269,0.246472248,0.25,2.285714282,2.36411547,1.087,2.815,1.035,1.2194,2.7616,18.92,12.68,5.68,8.68,4,0.56
Rb2Bi0.5PO8MoEu0.5,Rb2Bi0.5PO8Mo,Eu,3,0.5,400,615,393.5,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,0.64,0.04,0.6,185,83,8,75,437.361362,208.9804,15.9994,192.981,7,2.35,0.6,1.75,10.63,3.44,0.82,2.62,16,5,1,4,42.6598151,13.618055,4.1771281,9.4409269,0.246472248,0.25,2.285714282,2.36411547,1.087,2.815,1.035,1.2194,2.7616,18.92,12.68,5.68,8.68,4,0.56
Rb2Bi0.5PO8MoEu0.5,Rb2Bi0.5PO8Mo,Eu,3,0.5,450,615,393.5,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,0.64,0.04,0.6,185,83,8,75,437.361362,208.9804,15.9994,192.981,7,2.35,0.6,1.75,10.63,3.44,0.82,2.62,16,5,1,4,42.6598151,13.618055,4.1771281,9.4409269,0.246472248,0.25,2.285714282,2.36411547,1.087,2.815,1.035,1.2194,2.7616,18.92,12.68,5.68,8.68,4,0.56
Rb2Bi0.5PO8MoEu0.5,Rb2Bi0.5PO8Mo,Eu,3,0.5,500,615,393.5,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,0.64,0.04,0.6,185,83,8,75,437.361362,208.9804,15.9994,192.981,7,2.35,0.6,1.75,10.63,3.44,0.82,2.62,16,5,1,4,42.6598151,13.618055,4.1771281,9.4409269,0.246472248,0.25,2.285714282,2.36411547,1.087,2.815,1.035,1.2194,2.7616,18.92,12.68,5.68,8.68,4,0.56
Rb2Bi0.25PO8MoEu0.75,Rb2Bi0.25PO8Mo,Eu,3,0.75,298,615,393.5,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,0.653061224,0.020408163,0.632653061,185,83,8,75,437.361362,208.9804,15.9994,192.981,7,2.35,0.6,1.75,10.63,3.44,0.82,2.62,16,5,1,4,42.6598151,13.618055,4.1771281,9.4409269,0.246472248,0.25,2.285714282,2.36411547,1.087,2.815,1.035,1.223163265,2.776734694,17.6122449,12.63265306,5.551020408,8.306122449,3.469387755,0.285714286
Rb2PO8MoEu1,Rb2PO8Mo,Eu,3,1,298,615,393.5,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,0.666666667,0.083333333,0.583333333,102,42,8,34,228.380962,95.94,15.9994,79.9406,5.4,2.35,0.6,1.75,8.61,3.44,0.82,2.62,13,5,1,4,35.3742991,13.618055,4.1771281,9.4409269,0.304297328,0.324074073,2.407407403,2.239029039,1.087,2.815,0.775,1.227083333,2.7925,16.25,12.58333333,5.416666667,7.916666667,2.916666667,0
Rb2PO8MoEu1,Rb2PO8Mo,Eu,3,1,300,615,393.5,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,0.666666667,0.083333333,0.583333333,102,42,8,34,228.380962,95.94,15.9994,79.9406,5.4,2.35,0.6,1.75,8.61,3.44,0.82,2.62,13,5,1,4,35.3742991,13.618055,4.1771281,9.4409269,0.304297328,0.324074073,2.407407403,2.239029039,1.087,2.815,0.775,1.227083333,2.7925,16.25,12.58333333,5.416666667,7.916666667,2.916666667,0
Rb2PO8MoEu1,Rb2PO8Mo,Eu,3,1,350,615,393.5,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,0.666666667,0.083333333,0.583333333,102,42,8,34,228.380962,95.94,15.9994,79.9406,5.4,2.35,0.6,1.75,8.61,3.44,0.82,2.62,13,5,1,4,35.3742991,13.618055,4.1771281,9.4409269,0.304297328,0.324074073,2.407407403,2.239029039,1.087,2.815,0.775,1.227083333,2.7925,16.25,12.58333333,5.416666667,7.916666667,2.916666667,0
Rb2PO8MoEu1,Rb2PO8Mo,Eu,3,1,400,615,393.5,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,0.666666667,0.083333333,0.583333333,102,42,8,34,228.380962,95.94,15.9994,79.9406,5.4,2.35,0.6,1.75,8.61,3.44,0.82,2.62,13,5,1,4,35.3742991,13.618055,4.1771281,9.4409269,0.304297328,0.324074073,2.407407403,2.239029039,1.087,2.815,0.775,1.227083333,2.7925,16.25,12.58333333,5.416666667,7.916666667,2.916666667,0
Rb2PO8MoEu1,Rb2PO8Mo,Eu,3,1,450,615,393.5,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,0.666666667,0.083333333,0.583333333,102,42,8,34,228.380962,95.94,15.9994,79.9406,5.4,2.35,0.6,1.75,8.61,3.44,0.82,2.62,13,5,1,4,35.3742991,13.618055,4.1771281,9.4409269,0.304297328,0.324074073,2.407407403,2.239029039,1.087,2.815,0.775,1.227083333,2.7925,16.25,12.58333333,5.416666667,7.916666667,2.916666667,0
Rb2PO8MoEu1,Rb2PO8Mo,Eu,3,1,500,615,393.5,https://doi.org/10.3390/ma12193275,mp-1197894, icsd-426593,0.666666667,0.083333333,0.583333333,102,42,8,34,228.380962,95.94,15.9994,79.9406,5.4,2.35,0.6,1.75,8.61,3.44,0.82,2.62,13,5,1,4,35.3742991,13.618055,4.1771281,9.4409269,0.304297328,0.324074073,2.407407403,2.239029039,1.087,2.815,0.775,1.227083333,2.7925,16.25,12.58333333,5.416666667,7.916666667,2.916666667,0
Y2Mo4O15Eu0.01,Y2Mo4O15,Eu,3,0.01,298,615,393.5,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,0.714285714,0.095238095,0.619047619,89,42,8,34,200.84525,95.94,15.9994,79.9406,3.85,1.8,0.6,1.2,6.82,3.44,1.22,2.22,10,5,1,4,26.927745,13.618055,6.21726,7.400795,0.325513196,0.311688311,2.597402591,2.256688202,1.087,3.44,1.04,1.146666667,2.984761905,17.42857143,12.85714286,5.523809524,8,3.904761905,0
Y2Mo4O15Eu0.01,Y2Mo4O15,Eu,3,0.01,300,615,393.5,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,0.714285714,0.095238095,0.619047619,89,42,8,34,200.84525,95.94,15.9994,79.9406,3.85,1.8,0.6,1.2,6.82,3.44,1.22,2.22,10,5,1,4,26.927745,13.618055,6.21726,7.400795,0.325513196,0.311688311,2.597402591,2.256688202,1.087,3.44,1.04,1.146666667,2.984761905,17.42857143,12.85714286,5.523809524,8,3.904761905,0
Y2Mo4O15Eu0.01,Y2Mo4O15,Eu,3,0.01,350,615,393.5,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,0.714285714,0.095238095,0.619047619,89,42,8,34,200.84525,95.94,15.9994,79.9406,3.85,1.8,0.6,1.2,6.82,3.44,1.22,2.22,10,5,1,4,26.927745,13.618055,6.21726,7.400795,0.325513196,0.311688311,2.597402591,2.256688202,1.087,3.44,1.04,1.146666667,2.984761905,17.42857143,12.85714286,5.523809524,8,3.904761905,0
Y2Mo4O15Eu0.01,Y2Mo4O15,Eu,3,0.01,400,615,393.5,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,0.714285714,0.095238095,0.619047619,89,42,8,34,200.84525,95.94,15.9994,79.9406,3.85,1.8,0.6,1.2,6.82,3.44,1.22,2.22,10,5,1,4,26.927745,13.618055,6.21726,7.400795,0.325513196,0.311688311,2.597402591,2.256688202,1.087,3.44,1.04,1.146666667,2.984761905,17.42857143,12.85714286,5.523809524,8,3.904761905,0
Y2Mo4O15Eu0.01,Y2Mo4O15,Eu,3,0.01,450,615,393.5,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,0.714285714,0.095238095,0.619047619,89,42,8,34,200.84525,95.94,15.9994,79.9406,3.85,1.8,0.6,1.2,6.82,3.44,1.22,2.22,10,5,1,4,26.927745,13.618055,6.21726,7.400795,0.325513196,0.311688311,2.597402591,2.256688202,1.087,3.44,1.04,1.146666667,2.984761905,17.42857143,12.85714286,5.523809524,8,3.904761905,0
Y2Mo4O15Eu0.01,Y2Mo4O15,Eu,3,0.01,500,615,393.5,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,0.714285714,0.095238095,0.619047619,89,42,8,34,200.84525,95.94,15.9994,79.9406,3.85,1.8,0.6,1.2,6.82,3.44,1.22,2.22,10,5,1,4,26.927745,13.618055,6.21726,7.400795,0.325513196,0.311688311,2.597402591,2.256688202,1.087,3.44,1.04,1.146666667,2.984761905,17.42857143,12.85714286,5.523809524,8,3.904761905,0
Y2Mo4O15Eu0.05,Y2Mo4O15,Eu,3,0.05,298,615,393.5,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,0.714285714,0.095238095,0.619047619,89,42,8,34,200.84525,95.94,15.9994,79.9406,3.85,1.8,0.6,1.2,6.82,3.44,1.22,2.22,10,5,1,4,26.927745,13.618055,6.21726,7.400795,0.325513196,0.311688311,2.597402591,2.256688202,1.087,3.44,1.04,1.146666667,2.984761905,17.42857143,12.85714286,5.523809524,8,3.904761905,0
Y2Mo4O15Eu0.1,Y2Mo4O15,Eu,3,0.1,298,615,393.5,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,0.714285714,0.095238095,0.619047619,89,42,8,34,200.84525,95.94,15.9994,79.9406,3.85,1.8,0.6,1.2,6.82,3.44,1.22,2.22,10,5,1,4,26.927745,13.618055,6.21726,7.400795,0.325513196,0.311688311,2.597402591,2.256688202,1.087,3.44,1.04,1.146666667,2.984761905,17.42857143,12.85714286,5.523809524,8,3.904761905,0
Y2Mo4O15Eu0.1,Y2Mo4O15,Eu,3,0.1,300,615,393.5,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,0.714285714,0.095238095,0.619047619,89,42,8,34,200.84525,95.94,15.9994,79.9406,3.85,1.8,0.6,1.2,6.82,3.44,1.22,2.22,10,5,1,4,26.927745,13.618055,6.21726,7.400795,0.325513196,0.311688311,2.597402591,2.256688202,1.087,3.44,1.04,1.146666667,2.984761905,17.42857143,12.85714286,5.523809524,8,3.904761905,0
Y2Mo4O15Eu0.1,Y2Mo4O15,Eu,3,0.1,350,615,393.5,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,0.714285714,0.095238095,0.619047619,89,42,8,34,200.84525,95.94,15.9994,79.9406,3.85,1.8,0.6,1.2,6.82,3.44,1.22,2.22,10,5,1,4,26.927745,13.618055,6.21726,7.400795,0.325513196,0.311688311,2.597402591,2.256688202,1.087,3.44,1.04,1.146666667,2.984761905,17.42857143,12.85714286,5.523809524,8,3.904761905,0
Y2Mo4O15Eu0.1,Y2Mo4O15,Eu,3,0.1,400,615,393.5,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,0.714285714,0.095238095,0.619047619,89,42,8,34,200.84525,95.94,15.9994,79.9406,3.85,1.8,0.6,1.2,6.82,3.44,1.22,2.22,10,5,1,4,26.927745,13.618055,6.21726,7.400795,0.325513196,0.311688311,2.597402591,2.256688202,1.087,3.44,1.04,1.146666667,2.984761905,17.42857143,12.85714286,5.523809524,8,3.904761905,0
Y2Mo4O15Eu0.1,Y2Mo4O15,Eu,3,0.1,450,615,393.5,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,0.714285714,0.095238095,0.619047619,89,42,8,34,200.84525,95.94,15.9994,79.9406,3.85,1.8,0.6,1.2,6.82,3.44,1.22,2.22,10,5,1,4,26.927745,13.618055,6.21726,7.400795,0.325513196,0.311688311,2.597402591,2.256688202,1.087,3.44,1.04,1.146666667,2.984761905,17.42857143,12.85714286,5.523809524,8,3.904761905,0
Y2Mo4O15Eu0.1,Y2Mo4O15,Eu,3,0.1,500,615,393.5,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,0.714285714,0.095238095,0.619047619,89,42,8,34,200.84525,95.94,15.9994,79.9406,3.85,1.8,0.6,1.2,6.82,3.44,1.22,2.22,10,5,1,4,26.927745,13.618055,6.21726,7.400795,0.325513196,0.311688311,2.597402591,2.256688202,1.087,3.44,1.04,1.146666667,2.984761905,17.42857143,12.85714286,5.523809524,8,3.904761905,0
Y2Mo4O15Eu0.25,Y2Mo4O15,Eu,3,0.25,298,615,393.5,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,0.714285714,0.095238095,0.619047619,89,42,8,34,200.84525,95.94,15.9994,79.9406,3.85,1.8,0.6,1.2,6.82,3.44,1.22,2.22,10,5,1,4,26.927745,13.618055,6.21726,7.400795,0.325513196,0.311688311,2.597402591,2.256688202,1.087,3.44,1.04,1.146666667,2.984761905,17.42857143,12.85714286,5.523809524,8,3.904761905,0
Y2Mo4O15Eu0.5,Y2Mo4O15,Eu,3,0.5,298,615,393.5,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,0.714285714,0.095238095,0.619047619,89,42,8,34,200.84525,95.94,15.9994,79.9406,3.85,1.8,0.6,1.2,6.82,3.44,1.22,2.22,10,5,1,4,26.927745,13.618055,6.21726,7.400795,0.325513196,0.311688311,2.597402591,2.256688202,1.087,3.44,1.04,1.146666667,2.984761905,17.42857143,12.85714286,5.523809524,8,3.904761905,0
Y2Mo4O15Eu0.75,Y2Mo4O15,Eu,3,0.75,298,615,393.5,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,0.714285714,0.095238095,0.619047619,89,42,8,34,200.84525,95.94,15.9994,79.9406,3.85,1.8,0.6,1.2,6.82,3.44,1.22,2.22,10,5,1,4,26.927745,13.618055,6.21726,7.400795,0.325513196,0.311688311,2.597402591,2.256688202,1.087,3.44,1.04,1.146666667,2.984761905,17.42857143,12.85714286,5.523809524,8,3.904761905,0
Y2Mo4O15Eu0.75,Y2Mo4O15,Eu,3,0.75,300,615,393.5,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,0.714285714,0.095238095,0.619047619,89,42,8,34,200.84525,95.94,15.9994,79.9406,3.85,1.8,0.6,1.2,6.82,3.44,1.22,2.22,10,5,1,4,26.927745,13.618055,6.21726,7.400795,0.325513196,0.311688311,2.597402591,2.256688202,1.087,3.44,1.04,1.146666667,2.984761905,17.42857143,12.85714286,5.523809524,8,3.904761905,0
Y2Mo4O15Eu0.75,Y2Mo4O15,Eu,3,0.75,350,615,393.5,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,0.714285714,0.095238095,0.619047619,89,42,8,34,200.84525,95.94,15.9994,79.9406,3.85,1.8,0.6,1.2,6.82,3.44,1.22,2.22,10,5,1,4,26.927745,13.618055,6.21726,7.400795,0.325513196,0.311688311,2.597402591,2.256688202,1.087,3.44,1.04,1.146666667,2.984761905,17.42857143,12.85714286,5.523809524,8,3.904761905,0
Y2Mo4O15Eu0.75,Y2Mo4O15,Eu,3,0.75,400,615,393.5,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,0.714285714,0.095238095,0.619047619,89,42,8,34,200.84525,95.94,15.9994,79.9406,3.85,1.8,0.6,1.2,6.82,3.44,1.22,2.22,10,5,1,4,26.927745,13.618055,6.21726,7.400795,0.325513196,0.311688311,2.597402591,2.256688202,1.087,3.44,1.04,1.146666667,2.984761905,17.42857143,12.85714286,5.523809524,8,3.904761905,0
Y2Mo4O15Eu0.75,Y2Mo4O15,Eu,3,0.75,450,615,393.5,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,0.714285714,0.095238095,0.619047619,89,42,8,34,200.84525,95.94,15.9994,79.9406,3.85,1.8,0.6,1.2,6.82,3.44,1.22,2.22,10,5,1,4,26.927745,13.618055,6.21726,7.400795,0.325513196,0.311688311,2.597402591,2.256688202,1.087,3.44,1.04,1.146666667,2.984761905,17.42857143,12.85714286,5.523809524,8,3.904761905,0
Y2Mo4O15Eu0.75,Y2Mo4O15,Eu,3,0.75,500,615,393.5,https://doi.org/10.1038/srep26098,mp-1203448, icsd-422017,0.714285714,0.095238095,0.619047619,89,42,8,34,200.84525,95.94,15.9994,79.9406,3.85,1.8,0.6,1.2,6.82,3.44,1.22,2.22,10,5,1,4,26.927745,13.618055,6.21726,7.400795,0.325513196,0.311688311,2.597402591,2.256688202,1.087,3.44,1.04,1.146666667,2.984761905,17.42857143,12.85714286,5.523809524,8,3.904761905,0
Sr4Al14O25Ce0.16,Sr4Al14O25,Ce,3,0.16,298,448,361,https://doi.org/10.1039/D0TC04618C,mp-5512, icsd-88527 icsd-27744,0.581395349,0.093023256,0.488372093,59,38,8,30,130.6009386,87.62,15.9994,71.6206,3.85,2,0.6,1.4,6,3.44,0.95,2.49,7,4,1,3,25.29869145,13.618055,5.69486745,7.92318755,0.414999999,0.363636363,1.818181813,2.21357523,1.15,3.44,1.32,1.075116279,2.61255814,12.41860465,13.72093023,5.209302326,6.279069767,0.930232558,0
Sr4Al14O25Tb0.12,Sr4Al14O25,Tb,3,0.12,298,544,378,https://doi.org/10.1039/D0TC04618C,mp-5512, icsd-88527 icsd-27744,0.581395349,0.093023256,0.488372093,59,38,8,30,130.6009386,87.62,15.9994,71.6206,3.85,2,0.6,1.4,6,3.44,0.95,2.49,7,4,1,3,25.29869145,13.618055,5.69486745,7.92318755,0.414999999,0.363636363,1.818181813,2.21357523,1.063,3.44,1.32,1.075116279,2.61255814,12.41860465,13.72093023,5.209302326,6.279069767,0.930232558,0
Mg3Y1.8Ge3O12Eu0.1,Mg3Y1.8Ge3O12,Eu,3,0.1,298,610,348,https://doi.org/10.1039/D0TC04618C,mp-1216309,,0.606060606,0.090909091,0.515151515,91,39,8,31,201.85025,88.90585,15.9994,72.90645,5.15,1.8,0.6,1.2,7.98,3.44,1.22,2.22,9,4,1,3,35.380986,13.618055,6.21726,7.400795,0.278195488,0.233009708,1.747572812,2.218134615,1.087,3.44,1.04,1.105151515,2.698787879,15.06060606,12.39393939,5.454545455,7.090909091,2.515151515,0
Mg3Y1.6Ge3O12Eu0.2,Mg3Y1.6Ge3O12,Eu,3,0.2,298,610,393,https://doi.org/10.1002/advs.201903060,mp-1216309,,0.612244898,0.081632653,0.530612245,91,39,8,31,201.85025,88.90585,15.9994,72.90645,5.15,1.8,0.6,1.2,7.98,3.44,1.22,2.22,9,4,1,3,35.380986,13.618055,6.21726,7.400795,0.278195488,0.233009708,1.747572812,2.218134615,1.087,3.44,1.04,1.105816327,2.713877551,14.81632653,12.48979592,5.408163265,6.979591837,2.428571429,0
Mg3Y1.4Ge3O12Eu0.3,Mg3Y1.4Ge3O12,Eu,3,0.3,298,610,393,https://doi.org/10.1002/advs.201903060,mp-1216309,,0.618556701,0.072164948,0.546391753,91,39,8,31,201.85025,88.90585,15.9994,72.90645,5.15,1.8,0.6,1.2,7.98,3.44,1.22,2.22,9,4,1,3,35.380986,13.618055,6.21726,7.400795,0.278195488,0.233009708,1.747572812,2.218134615,1.087,3.44,1.04,1.106494845,2.729278351,14.56701031,12.58762887,5.360824742,6.865979381,2.340206186,0
Mg3Y1.2Ge3O12Eu0.4,Mg3Y1.2Ge3O12,Eu,3,0.4,298,610,393,https://doi.org/10.1002/advs.201903060,mp-1216309,,0.625,0.0625,0.5625,91,39,8,31,201.85025,88.90585,15.9994,72.90645,5.15,1.8,0.6,1.2,7.98,3.44,1.22,2.22,9,4,1,3,35.380986,13.618055,6.21726,7.400795,0.278195488,0.233009708,1.747572812,2.218134615,1.087,3.44,1.04,1.1071875,2.745,14.3125,12.6875,5.3125,6.75,2.25,0
Mg3YGe3O12Eu0.5,Mg3YGe3O12,Eu,3,0.5,298,610,393,https://doi.org/10.1002/advs.201903060,mp-1216309,,0.631578947,0.052631579,0.578947368,91,39,8,31,201.85025,88.90585,15.9994,72.90645,5.15,1.8,0.6,1.2,7.98,3.44,1.22,2.22,9,4,1,3,35.380986,13.618055,6.21726,7.400795,0.278195488,0.233009708,1.747572812,2.218134615,1.087,3.44,1.04,1.107894737,2.761052632,14.05263158,12.78947368,5.263157895,6.631578947,2.157894737,0
Mg3Y0.4Ge3O12Eu0.8,Mg3Y0.4Ge3O12,Eu,3,0.8,298,610,393,https://doi.org/10.1002/advs.201903060,mp-1216309,,0.652173913,0.02173913,0.630434783,91,39,8,31,201.85025,88.90585,15.9994,72.90645,5.15,1.8,0.6,1.2,7.98,3.44,1.22,2.22,9,4,1,3,35.380986,13.618055,6.21726,7.400795,0.278195488,0.233009708,1.747572812,2.218134615,1.087,3.44,1.04,1.110108696,2.811304348,13.23913043,13.10869565,5.108695652,6.260869565,1.869565217,0
Mg3Ge3O12Eu1,Mg3Ge3O12,Eu,3,1,298,610,393,https://doi.org/10.1002/advs.201903060,mp-1216309,,0.666666667,0.166666667,0.5,52,32,8,24,112.9444,72.64,15.9994,56.6406,3.35,1.5,0.6,0.9,6.76,3.44,1.31,2.13,8,4,2,2,29.163726,13.618055,7.646236,5.971819,0.315088757,0.268656716,2.388059694,2.172007692,1.087,3.44,0.86,1.111666667,2.846666667,12.66666667,13.33333333,5,6,1.666666667,0
Y3Al5O12Ce1,Y3Al5O12,Ce,3,1,298,535,450,https://doi.org/10.1016/j.actamat.2021.116813,mp-3050, icsd-67102 icsd-236589 icsd-280104 icsd-41144 icsd-74607 icsd-41145 icsd-67103 icsd-170157 icsd-20090 icsd-93635 icsd-16825 icsd-170158 icsd-31496 icsd-23848 icsd-93634,0.6,0.15,0.45,60,39,8,31,131.8867886,88.90585,15.9994,72.90645,3.65,1.8,0.6,1.2,6.27,3.44,1.22,2.22,6,4,1,3,25.821084,13.618055,5.985769,7.632286,0.354066985,0.328767122,1.643835612,2.198113143,1.15,3.44,1.04,1.08075,2.6495,13.9,13.3,5.4,6.85,1.65,0
Y3Al5O12Ce1,Y3Al5O12,Ce,3,1,323,535,450,https://doi.org/10.1016/j.actamat.2021.116813,mp-3050, icsd-67102 icsd-236589 icsd-280104 icsd-41144 icsd-74607 icsd-41145 icsd-67103 icsd-170157 icsd-20090 icsd-93635 icsd-16825 icsd-170158 icsd-31496 icsd-23848 icsd-93634,0.6,0.15,0.45,60,39,8,31,131.8867886,88.90585,15.9994,72.90645,3.65,1.8,0.6,1.2,6.27,3.44,1.22,2.22,6,4,1,3,25.821084,13.618055,5.985769,7.632286,0.354066985,0.328767122,1.643835612,2.198113143,1.15,3.44,1.04,1.08075,2.6495,13.9,13.3,5.4,6.85,1.65,0
Y3Al5O12Ce1,Y3Al5O12,Ce,3,1,373,535,450,https://doi.org/10.1016/j.actamat.2021.116813,mp-3050, icsd-67102 icsd-236589 icsd-280104 icsd-41144 icsd-74607 icsd-41145 icsd-67103 icsd-170157 icsd-20090 icsd-93635 icsd-16825 icsd-170158 icsd-31496 icsd-23848 icsd-93634,0.6,0.15,0.45,60,39,8,31,131.8867886,88.90585,15.9994,72.90645,3.65,1.8,0.6,1.2,6.27,3.44,1.22,2.22,6,4,1,3,25.821084,13.618055,5.985769,7.632286,0.354066985,0.328767122,1.643835612,2.198113143,1.15,3.44,1.04,1.08075,2.6495,13.9,13.3,5.4,6.85,1.65,0
Y3Al5O12Ce1,Y3Al5O12,Ce,3,1,423,535,450,https://doi.org/10.1016/j.actamat.2021.116813,mp-3050, icsd-67102 icsd-236589 icsd-280104 icsd-41144 icsd-74607 icsd-41145 icsd-67103 icsd-170157 icsd-20090 icsd-93635 icsd-16825 icsd-170158 icsd-31496 icsd-23848 icsd-93634,0.6,0.15,0.45,60,39,8,31,131.8867886,88.90585,15.9994,72.90645,3.65,1.8,0.6,1.2,6.27,3.44,1.22,2.22,6,4,1,3,25.821084,13.618055,5.985769,7.632286,0.354066985,0.328767122,1.643835612,2.198113143,1.15,3.44,1.04,1.08075,2.6495,13.9,13.3,5.4,6.85,1.65,0
La3Si6N11Ce1,La3Si6N11,Ce,3,1,298,533,450,https://doi.org/10.1016/j.actamat.2021.116813,mp-1019893, icsd-248709,0.55,0.15,0.4,78,57,7,50,180.99767,138.90547,14.0067,124.89877,3.7,1.95,0.65,1.3,6.04,3.04,1.1,1.94,6,3,1,2,28.26271,14.53413,5.5769,8.95723,0.321192052,0.35135135,1.621621617,2.320482948,1.15,3.04,1.172,0.6843,2.407,16.6,12.9,5.8,7.65,3.15,0
La3Si6N11Ce1,La3Si6N11,Ce,3,1,323,533,450,https://doi.org/10.1016/j.actamat.2021.116813,mp-1019893, icsd-248709,0.55,0.15,0.4,78,57,7,50,180.99767,138.90547,14.0067,124.89877,3.7,1.95,0.65,1.3,6.04,3.04,1.1,1.94,6,3,1,2,28.26271,14.53413,5.5769,8.95723,0.321192052,0.35135135,1.621621617,2.320482948,1.15,3.04,1.172,0.6843,2.407,16.6,12.9,5.8,7.65,3.15,0
La3Si6N11Ce1,La3Si6N11,Ce,3,1,373,533,450,https://doi.org/10.1016/j.actamat.2021.116813,mp-1019893, icsd-248709,0.55,0.15,0.4,78,57,7,50,180.99767,138.90547,14.0067,124.89877,3.7,1.95,0.65,1.3,6.04,3.04,1.1,1.94,6,3,1,2,28.26271,14.53413,5.5769,8.95723,0.321192052,0.35135135,1.621621617,2.320482948,1.15,3.04,1.172,0.6843,2.407,16.6,12.9,5.8,7.65,3.15,0
